gene_sz_lastname;gene_sz_firstname;country;gene_i_birthdate;gene_i_size;gene_i_weight;charac_i_plain;charac_i_mountain;charac_i_downhilling;charac_i_cobble;charac_i_timetrial;charac_i_prologue;charac_i_sprint;charac_i_acceleration;charac_i_endurance;charac_i_resistance;charac_i_recuperation;charac_i_hill;charac_i_baroudeur
Kent-Spark;Oliver;Australia;19921224;186;76;66;60;70;60;60;60;60;61;60;60;60;60;63
Scott;Jacob;United Kingdom;19950614;182;69;70;61;71;67;60;65;64;68;66;65;61;65;74
Bennett;Sean;United States;19960331;178;66;71;70;69;65;66;69;71;74;68;68;67;72;68
Van Dongen;Ricardo;Netherlands;19940618;184;75;65;60;70;60;60;61;60;63;60;60;60;60;62
Janssen;Dick;Netherlands;19940801;186;68;60;61;68;60;60;60;60;60;60;60;60;65;71
Goderis;Jelle;Belgium;19910324;180;63;60;60;68;60;60;60;60;60;60;60;60;64;61
Willems;Kenny;Belgium;19931027;194;72;68;60;70;60;60;60;69;70;60;60;60;60;60
Bos;Maikel;Netherlands;19940507;185;67;65;65;68;61;61;61;60;60;61;61;63;65;63
Sloof;Jordi;Netherlands;19950922;0;0;66;60;66;61;61;62;62;66;60;62;61;64;68
Van Schip;Jan-Willem;Netherlands;19940820;194;84;75;60;71;72;62;63;71;68;71;75;64;60;76
Eversdijk;Matthijs;Netherlands;19921221;178;67;65;65;71;64;60;60;60;62;65;60;61;65;66
Van Bakel;Robbie;Netherlands;19940822;175;62;65;60;64;62;60;60;65;66;64;63;61;63;65
Lohuis;Luuk;Netherlands;19970619;184;74;66;60;67;63;60;60;64;66;60;61;60;60;73
Van Loon;Jordi;Netherlands;19960421;183;70;63;60;64;60;60;60;63;63;60;60;60;64;62
Lindenburg;Jim;Netherlands;19921211;175;62;67;60;71;61;60;61;62;60;63;61;60;64;72
Mammadov;Tarlan;Azerbaijan;19970406;0;0;60;60;64;60;60;60;60;60;60;60;60;60;60
Gahramanli;Kanan;Azerbaijan;19970709;0;0;66;60;63;63;60;63;60;63;61;60;62;60;66
Kukrle;Michael;Czech Republic;19941117;185;73;71;71;71;60;72;72;67;69;69;73;66;72;74
Warchol;Bartosz;Poland;19920116;185;67;67;64;66;60;65;65;65;69;65;67;65;68;66
Sorm;Jiri;Czech Republic;19970516;184;69;67;60;66;60;60;60;60;60;60;60;60;60;61
Guerrero;Adria;Spain;19951105;0;0;60;61;61;60;60;60;62;60;60;60;60;60;76
Ginés;Daniel;Spain;19940126;0;0;60;60;62;63;60;60;60;61;60;60;60;60;63
Di Genova;Pietro;Italy;19970915;0;0;61;66;71;60;60;60;60;64;60;60;60;63;63
Mora;Luis Guillermo;Venezuela;19941123;0;0;60;66;64;60;60;61;60;60;60;60;60;64;70
Tommassini;Fabio;Italy;19900918;0;0;60;60;68;61;60;60;62;60;60;60;60;62;68
Genovese;Nicola;Italy;19930929;0;0;66;60;62;60;60;60;69;70;60;60;60;60;60
Torres;Albert;Spain;19900426;180;70;73;68;62;63;67;66;72;73;63;74;68;68;72
Moreno;Adrià;Spain;19910819;176;59;64;73;63;60;60;60;60;63;62;64;69;69;72
Roach;Steven;United Kingdom;19840616;0;0;61;60;61;60;60;60;60;60;60;60;60;60;74
Escritt;Jack;United Kingdom;19971204;0;0;67;60;63;61;60;62;70;71;61;61;60;60;61
Baillie;Karl;United Kingdom;19970203;0;0;60;60;66;60;62;62;60;60;60;60;60;60;75
Wallace;Craig;United Kingdom;19941121;0;0;60;61;65;60;60;60;60;60;60;60;60;60;64
Martin;Fraser;United Kingdom;19960909;0;0;60;60;66;61;60;60;60;60;60;60;60;60;67
Hepworth;Richard;United Kingdom;19870225;0;0;60;62;71;60;60;60;60;60;60;60;60;62;66
Mora;Sebastián;Spain;19880219;181;70;69;62;63;60;72;70;71;73;64;69;65;67;67
Theodorsen;Petter;Norway;19950404;0;0;66;61;68;63;60;61;60;63;63;60;61;64;65
Gonçalves;Júlio;Portugal;19941110;165;53;61;64;70;60;60;61;60;60;60;60;60;62;62
Bester;Shaun-Nick;Portugal;19910310;176;67;60;60;65;60;60;60;61;60;60;60;60;63;71
Trueba;Alvaro;Spain;19930110;181;65;66;66;66;60;62;63;63;66;65;64;64;68;68
Freitas;Daniel;Portugal;19910510;171;64;68;67;67;61;62;65;68;70;67;65;63;71;62
Perez;Juan Ignacio;Spain;19900103;0;0;66;61;66;60;60;61;65;67;65;66;62;65;62
Sánchez;Ángel;Spain;19930412;178;73;64;62;63;60;66;64;63;63;63;62;62;65;67
Vinhas;Rui;Portugal;19861206;171;59;67;69;71;60;66;64;66;71;69;67;68;72;68
Silva;Joaquim;Portugal;19920319;185;66;67;71;67;60;68;66;66;70;67;70;69;70;68
Aniolkowski;Stanislaw;Poland;19970120;181;68;74;65;65;69;62;70;76;75;72;74;69;67;64
Banaszek;Adrian;Poland;19931021;185;79;70;62;67;60;61;68;69;69;65;68;61;66;62
Banaszek;Norbert;Poland;19970618;189;75;65;60;62;60;60;60;68;69;63;65;64;62;65
Stachowiak;Adam;Poland;19890710;176;62;69;68;67;60;64;66;68;72;66;71;66;71;69
Staniszewski;Daniel;Poland;19970505;187;77;67;60;63;62;63;64;64;63;62;67;60;60;65
Benhamouda;Mehdi;France;19950102;173;64;64;60;60;60;60;60;67;68;60;63;61;61;60
Almindsø;Rune;Denmark;19951121;0;0;61;61;71;60;60;60;60;62;60;60;60;63;70
Anderberg;Hampus;Sweden;19960525;0;0;60;60;62;60;60;61;61;60;60;60;60;60;60
Bendixen;Louis;Denmark;19950623;0;0;72;63;67;63;69;71;71;72;68;72;67;67;69
Herforth;Dennis;Denmark;19820926;0;0;61;60;68;60;60;63;60;60;60;60;60;61;60
Hoffman;Maximilian;Denmark;19970226;0;0;63;60;65;60;60;60;60;60;60;60;60;60;68
Odgaard;Jesper;Denmark;19840707;0;0;65;60;67;60;60;60;60;62;60;60;60;60;60
Vorre;Aske;Denmark;19930524;0;0;60;60;66;60;60;60;60;62;60;60;60;60;68
Bratashchuk;Andrii;Ukraine;19920331;0;0;68;70;66;60;67;65;67;70;65;68;70;69;71
Dzhus;Volodymyr;Ukraine;19930623;0;0;64;60;65;60;65;66;63;66;63;61;62;64;62
Golovash;Oleksandr;Ukraine;19910921;0;0;67;66;68;62;64;63;60;60;65;63;64;66;64
Khripta;Andriy;Ukraine;19861129;0;0;67;60;66;60;60;63;62;65;60;61;61;60;60
Kononenko;Mykhaylo;Ukraine;19871030;0;0;72;68;72;60;70;67;69;71;68;71;67;71;75
Malynivskyi;Vasyl;Ukraine;19921121;0;0;65;60;64;60;60;60;68;68;60;60;60;60;66
Kulyk;Andriy;Ukraine;19890830;0;0;68;61;65;60;60;63;71;72;65;68;62;64;61
Lagkuti;Sergiy;Ukraine;19850424;0;0;69;68;67;60;68;66;64;63;64;70;62;68;71
Prevar;Oleksandr;Ukraine;19900628;0;0;67;66;64;61;60;60;69;72;64;66;65;66;68
Vasilyev;Maksym;Ukraine;19900414;0;0;64;65;61;60;60;60;68;67;62;62;64;63;63
Vasylyuk;Andriy;Ukraine;19870829;178;65;68;65;63;60;68;66;65;65;64;65;64;68;61
Sayar;Mustafa;Turkey;19890422;0;0;66;70;66;60;61;63;62;67;65;66;65;68;68
Hamilton;Chris;Australia;19950518;178;70;72;76;77;64;67;69;63;68;71;73;72;75;74
Ettinger;Stephen;United States;19890428;0;0;61;60;71;60;60;60;62;60;60;60;60;60;67
De Vos;Adam;Canada;19931021;188;0;72;65;66;65;69;69;68;67;70;72;70;70;75
Kline;Shane;United States;19890411;0;0;65;60;63;60;60;60;65;68;60;60;60;60;60
Ucha;Jacobo;Portugal;19930403;0;0;64;63;66;60;60;61;61;65;60;60;60;65;66
Jimenez;Carlos;Portugal;19920202;172;64;68;66;71;61;60;62;69;72;66;64;65;70;66
De Almeida;Guillaume;Portugal;19880702;0;0;63;65;67;60;60;61;60;63;61;61;63;67;65
Guerrero;Pablo;Portugal;19920320;173;57;64;64;63;60;60;60;61;64;64;64;60;66;61
Ficara;Pierpaolo;Italy;19910216;0;0;68;73;71;60;62;64;66;70;67;68;66;71;72
Celano;Danilo;Italy;19891207;184;65;65;71;68;60;62;62;64;69;67;66;65;71;74
Ponomarenko;Dmytro;Ukraine;19910210;0;0;62;60;63;60;60;60;60;60;60;60;60;60;66
Riaposov;Bogdan;Ukraine;19920930;0;0;64;60;62;60;60;60;60;65;60;60;63;62;61
Tarkovskii;Alexsey;Ukraine;19951217;0;0;60;60;67;60;60;60;60;60;60;60;60;60;63
Bouwmans;Dylan;Netherlands;19970116;179;65;64;65;64;63;61;63;62;66;67;66;64;68;66
Van Der Heijden;Maik;Netherlands;19970403;184;66;65;60;75;64;60;66;61;66;60;60;60;64;61
Nieuwpoort;Jelle;Netherlands;19970628;178;64;62;60;66;63;60;62;61;63;60;60;61;64;69
Bakker;Dennis;Netherlands;19931104;0;0;67;60;70;62;61;67;68;70;61;63;65;62;66
Beckeringh;Derk Abel;Netherlands;19920923;0;0;64;64;66;60;60;62;60;66;61;62;62;66;64
Ockeloen;Jasper;Netherlands;19900510;0;0;65;68;68;60;64;66;61;63;65;65;62;65;76
Van Diemen;Jurgen;Netherlands;19910927;0;0;65;60;63;63;63;64;67;66;61;63;61;62;60
Van Beusichem;Thijs;Netherlands;19930831;0;0;61;60;68;60;60;60;60;60;60;60;60;60;67
Zenovich;Matthew;New Zealand;19940226;0;0;71;63;69;60;63;68;65;70;66;69;67;66;76
Ibrahim;Al Ali;United Arab Emirates;19941117;0;0;61;60;61;60;60;60;60;60;60;60;60;60;61
Kamberaj;Giuliano;Albania;19940530;0;0;66;60;65;60;60;60;65;66;60;60;60;61;60
Zmorka;Marlen;Ukraine;19930701;0;0;65;60;66;60;67;66;60;60;60;61;60;60;63
Ackermann;Pascal;Germany;19940117;180;78;76;62;68;66;63;70;81;79;73;76;76;67;62
Consonni;Simone;Italy;19940912;165;60;74;60;64;68;66;67;78;78;71;76;72;71;67
Ganna;Filippo;Italy;19960725;193;87;79;74;75;72;82;83;69;67;72;82;78;73;74
Ravasi;Edward;Italy;19940605;181;61;67;74;66;60;61;60;60;66;65;68;70;72;65
Troia;Oliviero;Italy;19940901;191;80;73;62;64;70;60;60;68;67;69;70;67;68;65
Mathis;Marco;Germany;19940407;186;76;72;60;63;61;73;72;68;69;62;73;64;63;62
Wang;Meiyin;China;19881226;182;70;66;69;65;63;63;61;62;66;65;66;62;66;69
Dibben;Jonathan;United Kingdom;19940212;190;78;73;64;71;66;73;73;70;66;65;69;65;69;66
Cavagna;Rémi;France;19950810;186;78;80;70;68;71;79;78;65;70;75;81;79;72;80
Mas;Enric;Spain;19950107;177;61;73;81;72;64;74;73;69;72;72;76;80;77;74
Carretero;Héctor;Spain;19950528;183;67;69;74;66;65;65;66;62;65;65;72;71;73;66
Carapaz;Richard;Ecuador;19930529;170;62;72;81;71;62;72;72;68;76;75;74;80;77;81
Godon;Dorian;France;19960525;190;73;76;71;70;72;70;74;72;75;75;77;71;77;68
Gesbert;Élie;France;19950701;181;63;69;76;65;62;63;65;66;70;68;73;73;74;77
Le Turnier;Mathias;France;19950314;180;65;69;72;66;60;64;62;67;69;67;69;67;72;66
Gaudu;David;France;19961010;173;53;69;78;75;62;71;70;68;77;78;72;71;81;79
Vincent;Léo;France;19951106;177;62;65;72;73;60;67;66;60;67;63;68;65;70;67
Frankiny;Kilian;Switzerland;19940126;188;68;70;75;69;62;66;66;63;68;68;72;74;74;66
Scotson;Miles;Australia;19940118;189;74;75;63;74;66;76;77;70;70;67;76;75;69;75
Shaw;James;United Kingdom;19960613;179;63;68;74;69;64;68;69;67;72;70;72;69;74;68
Gibbons;Ryan;South Africa;19940813;181;70;74;72;66;69;73;72;73;77;71;75;72;74;74
Hammerle;Maximilian;Austria;19930625;0;0;61;64;63;60;60;60;60;60;60;60;62;64;60
Geismayr;Daniel;Austria;19890828;0;0;65;70;69;60;62;64;64;68;65;67;65;67;65
Pearson;Daniel;United Kingdom;19940226;165;53;66;72;67;60;61;62;62;69;64;70;68;72;63
Rodriguez;Jhon Anderson;Colombia;19961012;172;62;65;69;62;60;67;66;62;65;63;66;66;67;70
Van Aert;Wout;Belgium;19940915;187;78;81;75;82;82;81;80;80;77;80;81;82;78;78
Merlier;Tim;Belgium;19921030;186;74;75;61;77;72;62;64;82;81;72;75;66;66;64
Albanese;Vincenzo;Italy;19961112;175;70;73;71;73;64;68;69;73;77;72;75;70;75;78
Pacinotti;Nicolò;Italy;19950205;0;0;65;60;63;60;64;63;60;60;60;60;60;62;65
Maronese;Marco;Italy;19941225;171;65;68;60;65;61;61;62;71;73;64;65;62;63;66
Aranburu;Alex;Spain;19950919;178;63;75;72;76;67;71;75;72;77;75;75;69;78;75
Schultz;Nick;Australia;19940913;180;68;73;76;71;63;67;69;70;75;70;74;71;77;72
Zabala;Josu;Spain;19930411;170;61;64;62;65;60;60;60;60;60;60;60;60;64;63
Flórez;Miguel Eduardo;Colombia;19960221;174;57;65;76;64;60;62;62;67;72;64;67;70;73;71
Naesen;Lawrence;Belgium;19920828;190;72;75;61;64;72;63;64;74;74;72;74;65;71;72
Planckaert;Edward;Belgium;19950201;175;67;73;62;63;72;60;65;72;74;72;72;68;70;73
Noppe;Christophe;Belgium;19941129;176;73;74;61;68;71;62;63;75;73;72;71;61;68;65
Declercq;Benjamin;Belgium;19940204;182;67;73;66;66;72;66;67;72;75;69;71;65;73;71
De Vylder;Lindsey;Belgium;19950530;183;70;71;62;66;70;60;63;69;71;68;69;61;68;73
Allegaert;Piet;Belgium;19950120;181;70;76;61;67;74;67;70;74;73;74;75;62;68;69
Schwarz;Lucas;Austria;19921012;183;64;60;68;66;60;60;60;60;61;60;60;60;64;65
Masnada;Fausto;Italy;19931106;181;65;73;76;78;61;73;72;63;74;76;76;75;76;79
Sosa;Iván Ramiro;Colombia;19971031;168;58;66;80;72;60;63;63;62;78;68;70;64;76;74
Vendrame;Andrea;Italy;19940720;168;60;74;72;74;68;66;66;74;77;74;73;73;76;73
Díaz;José Manuel;Spain;19950118;177;63;68;75;69;62;61;61;61;71;70;69;69;71;69
Perry;Benjamin;Canada;19940307;180;70;72;67;60;68;61;61;70;71;69;70;66;71;71
Sagiv;Guy;Israel;19941205;179;68;65;64;64;60;67;64;64;63;65;67;66;65;69
Turek;Daniel;Czech Republic;19930119;183;72;74;65;66;67;67;68;68;70;69;72;68;69;79
Mirza;Yousef;United Arab Emirates;19881008;176;60;66;60;64;60;64;65;69;68;63;66;63;64;69
Ait El Abdia;Anass;Morocco;19930321;180;66;65;64;63;60;60;60;65;67;62;67;65;68;70
Featonby;Jesse;Australia;19871208;0;0;65;66;64;60;62;62;62;64;63;65;67;69;68
Kaesler;Thomas;Australia;19950301;0;0;63;61;62;60;63;63;61;63;62;62;61;63;64
Katsonis;Nicholas;Australia;19941002;0;0;60;60;66;60;60;60;60;62;60;60;60;63;61
Monk;Cyrus;Australia;19961107;175;67;69;64;67;65;69;68;68;67;65;68;62;68;70
Morey;Drew;Australia;19961127;0;0;66;65;62;60;61;61;62;63;65;64;65;69;66
Pane;James;Australia;19960214;0;0;63;61;67;60;60;60;60;61;60;60;60;61;61
Ross;Mathew;Australia;19960319;0;0;64;62;61;60;64;65;62;65;61;64;63;64;67
White;Liam;Australia;19941109;0;0;69;62;67;60;63;64;65;68;65;66;64;65;71
Yates;Theodore;Australia;19950228;0;0;66;62;66;60;60;64;71;71;64;66;63;64;60
Meijer;Gijs;Netherlands;19981007;0;0;66;60;63;63;60;61;64;67;64;65;62;62;65
Van Breda;Rick;Netherlands;19900216;0;0;70;63;67;70;64;63;63;65;68;68;64;67;70
Van Der Veekens;Mel;Netherlands;19981005;0;0;66;62;64;61;61;66;65;66;64;64;64;65;65
Betouigt-Suire;Clément;France;19980131;0;0;65;60;67;60;60;60;64;65;60;60;60;60;64
Eekhoff;Nils;Netherlands;19980123;191;75;76;60;65;73;71;72;75;74;74;75;68;70;72
Gall;Felix;Austria;19980227;178;66;70;76;71;62;67;67;67;73;67;73;68;74;66
Gressier;Maxime;France;19980421;0;0;60;61;67;60;60;60;60;63;60;60;60;63;68
Mobach;Jarno;Netherlands;19980817;0;0;70;65;66;68;65;65;64;66;68;69;65;67;67
Salmon;Martin;Germany;19971029;179;59;73;63;66;62;61;61;68;72;66;71;65;68;74
Stork;Florian;Germany;19970427;184;65;71;74;62;60;69;67;60;62;68;74;68;71;70
Horvat;Žiga;Slovenia;19980913;185;70;65;64;65;62;62;66;66;68;64;66;66;66;67
Blanco;Samuel;Spain;19940603;0;0;61;64;66;60;60;60;62;63;62;63;64;64;61
Magalhaes;Zulmiro;Portugal;19941004;0;0;60;60;65;60;60;60;60;60;60;60;60;60;60
Reynders;Jens;Belgium;19980525;184;76;75;60;68;73;61;62;73;71;73;72;63;64;71
Quarterman;Charlie;United Kingdom;19980906;180;75;69;60;62;64;71;74;62;62;64;69;62;62;68
Rekita;Szymon;Poland;19940105;0;0;69;71;70;61;70;68;64;67;67;70;65;70;66
Mandrysch;John;Germany;19961018;183;71;69;62;64;60;61;62;69;72;66;68;65;69;62
Foti;Carmelo;Italy;19940912;0;0;60;60;63;60;60;60;60;60;60;60;60;60;74
Garcia;Matteo;Colombia;19960920;0;0;60;60;65;60;60;60;60;60;60;60;60;60;62
Sanchez;Daniel;Spain;19920811;0;0;60;60;65;60;60;60;60;61;60;60;60;64;60
Gomes;Luis;Portugal;19940507;0;0;66;68;67;60;63;64;67;71;65;67;70;70;66
Errazkin;Xuban;Spain;19960825;0;0;68;70;68;60;61;62;65;69;64;67;63;69;70
Ndayisenga;Valens;Rwanda;19940101;0;0;62;64;60;60;64;64;60;60;61;62;64;64;63
Aguirre;Hernán;Colombia;19951213;171;55;65;74;65;60;62;60;61;70;65;67;71;73;67
Amador;Juan José;Colombia;19980420;179;63;63;62;63;60;64;64;63;65;61;63;61;63;64
Bohórquez;Hernando;Colombia;19920622;178;68;65;72;63;60;60;60;61;68;63;64;65;70;67
García;Jhojan;Colombia;19980110;168;55;67;75;65;61;66;66;67;72;62;67;70;71;67
Higuita;Sergio;Colombia;19970801;166;57;72;78;75;65;71;73;72;80;76;74;75;80;76
Molano;Juan Sebastián;Colombia;19941104;180;72;72;63;67;64;63;64;77;79;65;71;71;68;65
Orjuela;Fernando;Colombia;19911104;168;60;62;69;63;60;60;60;60;60;61;61;63;67;67
Osorio;Juan Felipe;Colombia;19950130;180;65;65;68;64;60;62;62;63;68;65;66;66;69;74
Paredes;Wilmar;Colombia;19960427;179;66;70;68;65;61;60;60;65;72;72;72;66;73;70
Reyes Ortega;Aldemar;Colombia;19950422;170;55;65;71;64;60;65;62;63;72;65;68;72;72;73
Sierra;Yecid;Colombia;19940816;184;66;64;71;61;60;61;61;61;63;65;64;65;68;64
Suaza;Bernardo;Colombia;19921128;174;66;68;70;63;63;63;65;66;70;67;67;69;69;71
Villegas;Juan Pablo;Colombia;19871015;178;73;68;60;67;60;60;60;60;60;63;62;65;65;67
Ito;Masakazu;Japan;19880612;171;60;65;68;66;60;61;61;62;66;66;66;66;68;67
Kobayashi;Marino;Japan;19940701;0;0;64;68;65;60;63;63;61;64;65;65;62;66;64
Nakane;Hideto;Japan;19900502;169;55;67;69;63;60;62;66;63;66;67;68;66;72;68
Uchima;Kohei;Japan;19881108;170;63;66;64;66;60;61;62;63;65;66;66;68;67;67
Breukelman;Chiel;Netherlands;19970116;184;74;66;60;63;61;60;62;67;67;64;65;61;62;61
Olde Meierink;Lars;Netherlands;19980228;174;58;60;63;62;60;60;60;60;60;60;60;60;64;60
Van Broekhoven;Rob;Netherlands;19951016;185;70;63;60;63;60;60;60;60;62;60;60;60;62;61
Debuy;Anthony;Belgium;19960411;0;0;64;60;61;60;64;64;60;60;60;60;60;60;69
Goebeert;Pierre;Belgium;19970128;184;76;61;60;63;60;60;60;60;60;60;60;60;62;64
Molly;Kenny;Belgium;19961224;171;63;69;68;66;63;60;60;66;71;68;70;65;70;79
Moniquet;Sylvain;Belgium;19980114;177;59;72;74;67;66;70;68;64;70;70;74;69;74;75
Pestiaux;Yann;Belgium;19980805;0;0;66;61;64;62;60;60;66;67;63;63;63;65;64
Petit;Thomas;Belgium;19961107;0;0;63;60;64;60;60;60;60;64;60;60;60;60;60
Pastoor;Gerco;Netherlands;19980517;190;75;61;60;64;60;60;60;60;60;60;60;60;62;63
Tulner;Rens;Netherlands;19980226;173;62;66;60;63;60;62;63;66;64;61;63;64;62;60
Van Dalen;Jason;Netherlands;19940702;179;71;71;61;68;64;61;67;70;72;68;69;64;66;73
Van Den Dool;Jens;Netherlands;19981110;187;67;64;66;67;61;61;65;63;66;64;64;66;66;66
De Laat;Jasper;Netherlands;19940217;182;66;61;60;60;60;60;60;60;60;60;60;60;60;60
Van der Horst;Dennis;Netherlands;19980111;179;62;66;60;64;62;60;61;68;69;64;64;63;64;62
Van Den Berg;Lars;Netherlands;19980707;185;72;69;70;67;61;63;68;62;67;70;72;69;71;68
Zahiri;Abderrahim;Morocco;19960101;168;57;67;67;67;60;61;61;65;68;65;65;62;67;69
Almeida;João;Portugal;19980805;178;63;73;78;64;66;77;76;72;77;73;76;75;79;80
Andreev;Yordan;Bulgaria;19941102;173;63;69;60;64;61;60;60;66;68;65;68;68;67;66
Cenghialta;Riccardo;Italy;19970107;182;75;62;61;63;60;60;60;60;60;60;60;60;62;62
Kolev;Teodor;Bulgaria;19980912;178;68;63;60;63;60;60;60;67;67;60;60;60;60;60
Mihaylov;Mihail;Bulgaria;19970913;181;68;60;65;68;60;60;60;60;60;60;60;60;63;62
Mitev;Kristian;Bulgaria;19980928;172;58;60;65;62;60;60;60;60;64;60;60;60;64;60
Rusenov;Vladimir;Bulgaria;19950524;180;65;61;60;60;60;63;63;60;60;60;60;60;60;71
Tivani;German Nicolás;Argentina;19951031;176;67;72;71;70;60;63;66;69;71;67;72;70;69;74
Vega;Sergio;Spain;19951224;178;58;63;64;63;60;61;61;61;65;61;62;62;64;66
Viejo;José Daniel;Spain;19971208;179;75;65;60;63;60;60;60;68;68;63;63;61;63;64
Rajovic;Dušan;Serbia;19971119;183;76;71;63;67;65;64;70;73;75;70;70;69;69;63
Baldoni;Alessandro;Italy;19970913;0;0;60;61;60;60;60;60;60;60;60;60;60;61;61
Bernardini;Simone;Italy;19910906;0;0;67;60;61;60;60;60;69;70;60;60;60;60;66
Ciabocco;Elia;Italy;19980724;0;0;60;60;61;60;60;60;60;60;60;60;60;60;60
Gazzara;Michele;Italy;19900927;0;0;67;67;68;60;63;63;64;68;67;70;65;71;72
Genga;Andrea;Italy;19970722;0;0;60;60;66;61;60;60;60;60;60;60;60;60;68
Marinozzi;Alessandro;Italy;19980930;0;0;64;60;61;60;60;60;60;60;60;60;60;60;69
Occhialini;Matteo;Italy;19950205;0;0;60;60;65;60;60;60;60;60;60;60;60;61;63
Orrico;Davide;Italy;19900217;0;70;69;67;69;62;61;64;68;72;69;69;66;71;74
Prandini;Paolo;Italy;19961212;0;0;63;60;62;60;60;60;60;60;60;60;60;61;68
Scartezzini;Michele;Italy;19920110;183;63;67;62;66;60;63;66;68;68;64;63;64;65;62
Tomassini;Andrea;Italy;19960915;0;0;64;60;62;60;60;60;60;62;60;60;60;60;60
Totò;Paolo;Italy;19910122;0;0;71;66;70;60;64;68;70;74;68;72;68;72;73
Tuzi;Fabio;Italy;19950103;0;0;60;60;62;60;60;60;60;60;60;60;60;64;64
Becirovic;Jasmin;Croatia;19921001;0;0;60;60;66;60;60;60;60;60;60;60;60;60;69
Frankovic;Mateo;Croatia;19940805;0;0;65;61;65;60;60;60;63;64;64;64;63;64;65
Jabuka;David;Croatia;19970218;0;0;64;61;62;60;63;61;61;61;63;63;62;61;62
Jelinic;Zvonimir;Croatia;19951203;0;0;65;60;68;60;62;62;60;60;60;60;60;61;71
Kiserlovski;Emanuel;Croatia;19840803;0;0;66;67;65;60;62;61;63;65;65;64;68;66;67
Mucelli;Davide;Italy;19861119;0;0;66;65;64;60;60;60;67;69;62;62;62;69;62
Rabottini;Matteo;Italy;19870814;0;0;67;67;68;60;61;62;65;69;65;69;66;69;70
Repše;Uros;Slovenia;19930805;0;0;61;60;64;60;60;60;60;63;60;60;60;62;60
Rigo;Paolo;Croatia;19940201;0;0;60;60;65;61;61;60;60;60;60;60;60;60;73
Barrenetxea;Ander;Spain;19920329;186;71;63;63;61;61;62;62;62;63;60;60;60;63;63
Irizar;Julen;Spain;19950326;178;67;65;68;64;60;61;61;65;70;65;66;67;70;66
Lizarralde;Eneko;Spain;19931023;0;0;62;60;62;60;60;60;60;64;60;60;60;60;71
Rodriguez;Óscar;Spain;19950506;179;63;68;77;67;60;70;72;66;73;66;73;73;75;74
Udondo;Gotzon;Spain;19931201;179;70;64;61;62;60;61;61;62;63;62;61;60;64;62
Aalrust;Hakon;Norway;19980105;0;0;70;61;66;65;60;62;69;69;67;69;63;67;72
Blikra;Erlend;Norway;19970111;183;75;70;60;64;61;61;62;74;73;65;63;64;61;60
Jensen;August;Norway;19910829;176;67;73;64;67;69;61;68;72;71;73;71;66;72;68
Kjemhus;Joakim;Norway;19980803;0;0;64;60;64;61;60;61;65;65;60;60;60;60;60
Olsen;Andreas;Norway;19940319;0;0;60;60;69;60;60;60;60;61;60;60;60;60;67
Rege;Even;Norway;19940424;0;0;63;60;63;60;60;60;60;62;60;60;60;60;73
Flicke;Bastian;Germany;19980625;0;0;63;60;60;60;65;67;60;60;60;61;60;60;63
Groß;Felix;Germany;19980904;184;71;71;60;60;60;62;62;74;74;65;73;65;60;60
Nolde;Tobias;Germany;19981209;0;0;70;64;62;60;62;64;65;64;63;69;65;67;71
Haller;Patrick;Germany;19970709;183;68;68;64;67;61;67;66;66;67;66;65;65;67;64
Reinhardt;Theo;Germany;19900917;177;72;68;60;69;60;61;64;68;71;65;69;63;66;68
Schomber;Nils;Germany;19940315;181;75;64;60;66;60;64;65;67;67;63;64;60;63;60
Tschernoster;Jan;Germany;19960831;0;0;65;63;64;60;66;64;61;64;64;63;62;64;65
Weinstein;Dominic;Germany;19940827;187;80;66;61;64;60;68;66;65;66;63;66;62;64;64
Alajmi;Abdulhadi;Kuwait;19950502;0;0;60;60;60;60;64;65;60;60;60;60;60;60;60
Alkhalifah;Khaled;Kuwait;19950423;0;0;62;60;60;60;65;65;60;60;60;60;60;60;63
Alsaffar;Salman;Kuwait;19890126;0;0;60;60;68;60;60;60;60;60;60;60;60;60;60
Boys;Matt;Australia;19891113;0;0;66;62;63;60;60;61;60;62;60;60;60;63;60
Costa;Axel;Argentina;19941010;0;0;60;61;68;60;60;60;60;60;60;60;60;62;63
Gutierrez;José Manuel;Spain;19880405;177;63;61;65;62;60;60;60;61;70;65;63;61;71;71
Moslim;Ali;Kuwait;19941101;0;0;65;60;69;60;60;60;60;60;60;60;60;60;63
Mraouni;Salah Eddine;Morocco;19921228;0;0;65;65;61;60;60;60;67;63;63;65;65;69;72
Torres;Edwin;Venezuela;19970214;0;0;66;60;61;60;60;60;69;69;60;60;60;60;60
Baum;Lukas;Germany;19950228;182;72;61;60;66;60;60;60;60;60;60;60;60;60;70
Braun;Julian;Germany;19950927;188;77;65;61;63;60;71;68;60;63;62;67;62;63;61
Einhaus;Frederik;Germany;19980329;186;72;62;60;64;60;60;60;60;60;60;60;60;60;70
Hatz;Christopher;Germany;19911021;190;75;68;64;66;64;67;65;68;71;66;68;63;67;67
Henn;Luca;Germany;19971218;176;64;66;61;62;61;62;64;65;66;63;64;63;64;64
Huppertz;Joshua;Germany;19941110;174;66;73;61;73;67;67;68;70;71;71;72;66;71;71
Rutsch;Jonas;Germany;19980124;197;82;77;71;66;76;73;76;67;68;74;77;69;73;76
